,peer_count,client_count,arrival_time,te_count,cp_count,te_percent,te_percent_price,cp_percent,consensus,consensus_time_max,max,min,mean,res,docker_server_diff,date
0,4,34,1.73,10,10,100,100,100,noops,100ms,4.1834301948500014,1.53919291496,2.1843172452,"(1, (1010, 1.5391929149627686)), (2, (1001, 1.6539130210876465)), (6, (1026, 2.2921838760375977)), (6, (1015, 3.0537209510803223)), (6, (1012, 3.54744815826416)), (6, (1001, 2.943250894546509)), (7, (1005, 3.437551975250244)), (10, (1011, 2.0972530841827393)), (13, (1007, 1.671177864074707)), (16, (1005, 1.6220860481262207)), (17, (1005, 1.7700459957122803)), (19, (1005, 2.022700071334839)), (20, (1003, 2.1718668937683105)), (20, (1002, 2.7382359504699707)), (21, (1017, 2.0200250148773193)), (22, (1023, 2.111116886138916)), (22, (1007, 2.4070630073547363)), (23, (1023, 1.8150150775909424)), (25, (1017, 1.632605791091919)), (27, (1001, 1.7704529762268066)), (27, (1003, 2.7706329822540283)), (30, (1034, 1.8639671802520752)), (32, (1001, 4.183430194854736)), (32, (1005, 2.9684741497039795)), (34, (1006, 1.737617015838623)), (37, (1006, 1.6562778949737549)), (40, (1001, 1.6842000484466553)), (42, (1028, 1.7130019664764404)), (45, (1003, 1.6261401176452637)), (48, (1004, 1.6339950561523438)), (50, (1012, 1.9011850357055664)), (50, (1000, 2.8651340007781982)), (52, (1008, 1.662527084350586)), (56, (1030, 1.6832971572875977))",0,1486070819.46
0,4,34,1.73,17,10,100,100,100,noops,100ms,3.98109602928,1.7033700943,2.2366155386,"(1, (1002, 1.7653279304504395)), (2, (1003, 1.7663638591766357)), (6, (1005, 3.7631828784942627)), (6, (1022, 2.4411799907684326)), (6, (1077, 2.2428810596466064)), (6, (1153, 2.381235122680664)), (7, (1011, 2.060887098312378)), (10, (1015, 2.506999969482422)), (13, (1006, 1.7067580223083496)), (16, (1007, 1.7560570240020752)), (17, (1001, 1.7368991374969482)), (19, (1003, 2.15183687210083)), (20, (1001, 2.1639349460601807)), (20, (1011, 2.5468170642852783)), (21, (1070, 2.1781680583953857)), (22, (1049, 3.563088893890381)), (22, (1001, 2.5285751819610596)), (23, (1004, 2.2548301219940186)), (25, (1002, 1.9271759986877441)), (27, (1006, 1.7808010578155518)), (27, (1010, 1.8742470741271973)), (30, (1003, 1.7033700942993164)), (32, (1008, 2.079594850540161)), (32, (1000, 3.0098578929901123)), (34, (1001, 2.2115471363067627)), (37, (1015, 1.7243537902832031)), (40, (1000, 1.8295190334320068)), (42, (1001, 1.7542510032653809)), (45, (1006, 3.981096029281616)), (48, (1005, 2.331515073776245)), (50, (1003, 2.2766809463500977)), (50, (1009, 2.441457986831665)), (52, (1003, 1.892043113708496)), (56, (1001, 1.7123939990997314))",0,1486070928.2
0,4,34,1.73,31,10,100,100,100,noops,100ms,3.98505115509,1.52613997459,2.55808596611,"(1, (1008, 1.9715240001678467)), (2, (1003, 1.5261399745941162)), (6, (1000, 2.2962989807128906)), (6, (1008, 3.2107431888580322)), (6, (1017, 2.6507351398468018)), (6, (1003, 3.455764055252075)), (7, (1003, 3.622382164001465)), (10, (1000, 2.720672130584717)), (13, (1003, 1.9234378337860107)), (16, (1003, 2.1219370365142822)), (17, (1002, 2.1256208419799805)), (19, (1001, 2.0799429416656494)), (20, (1034, 3.135087013244629)), (20, (1003, 3.2893099784851074)), (21, (-1, None)), (22, (1001, 3.985051155090332)), (22, (1004, 3.3613598346710205)), (23, (-1, None)), (25, (1026, 1.8947498798370361)), (27, (1005, 2.0409529209136963)), (27, (1006, 3.149807929992676)), (30, (-1, None)), (32, (1009, 3.2550930976867676)), (32, (1000, 3.2779929637908936)), (34, (1003, 1.735180139541626)), (37, (1005, 2.1700549125671387)), (40, (1006, 1.7630069255828857)), (42, (1002, 1.7016420364379883)), (45, (-1, None)), (48, (1009, 1.758439064025879)), (50, (1003, 3.3797528743743896)), (50, (1005, 2.504492998123169)), (52, (1006, 2.5344910621643066)), (56, (1006, 2.1009159088134766))",1,1486071340.07
0,4,34,1.73,56,10,100,100,100,noops,100ms,11.503305912,2.1346662044499998,4.82128593922,"(1, (1001, 2.204390048980713)), (2, (-1, None)), (6, (1002, 2.8938889503479004)), (6, (1005, 6.042994976043701)), (6, (-1, None)), (6, (-1, None)), (7, (-1, None)), (10, (-1, None)), (13, (-1, None)), (16, (1000, 2.1346662044525146)), (17, (1000, 2.6358931064605713)), (19, (1007, 2.594520092010498)), (20, (1000, 3.825428009033203)), (20, (1000, 3.1767690181732178)), (21, (1000, 4.230379819869995)), (22, (1004, 6.375268936157227)), (22, (-1, None)), (23, (1000, 4.344084978103638)), (25, (-1, None)), (27, (1000, 6.881956100463867)), (27, (-1, None)), (30, (1007, 6.532097101211548)), (32, (1005, 4.12971305847168)), (32, (1002, 3.864129066467285)), (34, (-1, None)), (37, (1000, 11.503305912017822)), (40, (1021, 9.015614986419678)), (42, (1006, 2.9783010482788086)), (45, (-1, None)), (48, (1001, 4.46701717376709)), (50, (1004, 6.595300197601318)), (50, (-1, None)), (52, (-1, None)), (56, (-1, None))",0,1486071464.03
0,4,34,1.73,100,10,100,100,100,noops,100ms,37.4674448967,2.65691685677,19.1244753202,"(1, (1002, 2.656916856765747)), (2, (-1, None)), (6, (-1, None)), (6, (-1, None)), (6, (1000, 8.48363709449768)), (6, (-1, None)), (7, (-1, None)), (10, (-1, None)), (13, (-1, None)), (16, (1013, 6.031761884689331)), (17, (-1, None)), (19, (-1, None)), (20, (-1, None)), (20, (1000, 26.572821140289307)), (21, (1001, 33.53427004814148)), (22, (-1, None)), (22, (-1, None)), (23, (-1, None)), (25, (-1, None)), (27, (-1, None)), (27, (-1, None)), (30, (-1, None)), (32, (-1, None)), (32, (-1, None)), (34, (-1, None)), (37, (-1, None)), (40, (1000, 37.467444896698)), (42, (-1, None)), (45, (-1, None)), (48, (-1, None)), (50, (-1, None)), (50, (-1, None)), (52, (-1, None)), (56, (-1, None))",0,1486071647.19
0,4,83,0.72,10,10,100,100,100,noops,100ms,15.0156438351,1.5598499774899999,7.227515306819999,"(0, (1013, 2.41923189163208)), (0, (1007, 3.1820859909057617)), (0, (1003, 3.4610090255737305)), (0, (1055, 3.882629156112671)), (0, (1114, 3.812894105911255)), (0, (1000, 3.2430269718170166)), (1, (1018, 3.8650081157684326)), (2, (1047, 3.072129964828491)), (4, (1004, 2.34243106842041)), (5, (1019, 1.5598499774932861)), (7, (1024, 2.089555025100708)), (7, (1014, 2.884052038192749)), (9, (1002, 3.099756956100464)), (10, (1006, 2.6859018802642822)), (10, (1001, 4.220211982727051)), (10, (1015, 3.830763101577759)), (11, (1090, 3.516446828842163)), (12, (1005, 3.1914000511169434)), (12, (1042, 3.393397808074951)), (13, (1006, 3.4247689247131348)), (14, (1006, 3.297924041748047)), (14, (1014, 3.810861110687256)), (15, (1000, 3.066912889480591)), (15, (1004, 3.3396570682525635)), (16, (1008, 3.9840428829193115)), (16, (1004, 2.980860948562622)), (17, (1001, 2.962656021118164)), (19, (1028, 2.3873348236083984)), (20, (1002, 2.2033190727233887)), (21, (1110, 2.9272329807281494)), (21, (1003, 1.9953558444976807)), (22, (1012, 1.7899410724639893)), (24, (1001, 1.63124418258667)), (25, (1004, 1.6102590560913086)), (26, (1008, 1.7094340324401855)), (27, (1020, 2.2617878913879395)), (28, (1029, 3.3683719635009766)), (28, (1008, 2.8956000804901123)), (29, (1003, 6.469756126403809)), (29, (1062, 5.257442951202393)), (29, (1007, 5.050441026687622)), (30, (1010, 7.815045118331909)), (30, (1002, 7.143852949142456)), (30, (1025, 7.360285997390747)), (31, (1009, 7.45878005027771)), (31, (1012, 11.36365008354187)), (32, (1003, 7.171313047409058)), (32, (1018, 8.554274082183838)), (32, (1024, 5.623700857162476)), (33, (1003, 13.9444899559021)), (33, (1470, 10.913230180740356)), (33, (1040, 15.015643835067749)), (34, (1010, 12.217012166976929)), (34, (1107, 12.285994052886963)), (34, (1042, 10.900187015533447)), (35, (1034, 13.992393970489502)), (35, (1030, 13.026852130889893)), (36, (1014, 13.469250917434692)), (37, (1040, 12.773488998413086)), (37, (1025, 10.927985191345215)), (38, (1004, 12.505451917648315)), (38, (1007, 11.921128988265991)), (38, (1002, 13.943310022354126)), (38, (1013, 14.057657957077026)), (41, (1027, 12.18258786201477)), (41, (1004, 13.413021802902222)), (42, (1007, 11.667093992233276)), (42, (1019, 13.945441007614136)), (42, (1006, 11.858918905258179)), (42, (1006, 13.931931972503662)), (42, (1043, 12.788465023040771)), (42, (1000, 13.991858005523682)), (42, (1128, 14.055062055587769)), (43, (1013, 13.361746788024902)), (43, (1001, 12.35126280784607)), (44, (1002, 9.302486896514893)), (44, (1004, 12.1492600440979)), (47, (1004, 10.976457834243774)), (47, (1010, 9.88789701461792)), (49, (1004, 8.741641998291016)), (50, (1015, 8.0016930103302)), (50, (1012, 7.47802209854126)), (51, (1005, 7.236954927444458))",0,1486071776.51
0,4,83,0.72,17,10,100,100,100,noops,100ms,17.60283494,1.7720708847,8.39178577389,"(0, (1055, 3.2260289192199707)), (0, (1000, 2.433382987976074)), (0, (1020, 4.009383916854858)), (0, (1116, 3.3038620948791504)), (0, (1030, 3.410079002380371)), (0, (1002, 4.362208843231201)), (1, (1009, 3.6356918811798096)), (2, (1016, 3.1558499336242676)), (4, (1002, 2.714841842651367)), (5, (1003, 2.2016868591308594)), (7, (1001, 3.4707601070404053)), (7, (1008, 2.164836883544922)), (9, (1006, 3.0313689708709717)), (10, (1013, 4.057921886444092)), (10, (1005, 3.6911380290985107)), (10, (1003, 3.7824580669403076)), (11, (1005, 3.807018995285034)), (12, (1004, 3.2348320484161377)), (12, (1130, 2.977795124053955)), (13, (1004, 3.2615280151367188)), (14, (1001, 4.535833120346069)), (14, (1000, 3.2947349548339844)), (15, (1002, 3.1304709911346436)), (15, (1003, 2.7727229595184326)), (16, (1066, 3.153165102005005)), (16, (1000, 3.4390010833740234)), (17, (1096, 2.853550910949707)), (19, (1001, 2.966552972793579)), (20, (1003, 2.6351428031921387)), (21, (1007, 2.4058210849761963)), (21, (1015, 2.2471611499786377)), (22, (1066, 2.093052864074707)), (24, (1003, 1.9770748615264893)), (25, (1001, 2.1976699829101562)), (26, (1004, 1.7720708847045898)), (27, (1003, 2.0025529861450195)), (28, (1001, 3.448754072189331)), (28, (1000, 2.5730271339416504)), (29, (1026, 5.647207975387573)), (29, (1010, 7.163356065750122)), (29, (1001, 6.108458995819092)), (30, (1003, 11.611677885055542)), (30, (1006, 11.217000007629395)), (30, (1001, 9.443147897720337)), (31, (1004, 10.704377889633179)), (31, (1008, 16.971235036849976)), (32, (1010, 12.775865077972412)), (32, (1013, 16.770573139190674)), (32, (1027, 14.013381958007812)), (33, (1000, 13.62803602218628)), (33, (1024, 12.153430938720703)), (33, (1000, 9.329669952392578)), (34, (1182, 17.602834939956665)), (34, (1029, 14.14425015449524)), (34, (1002, 16.5083429813385)), (35, (1026, 16.15971088409424)), (35, (1008, 17.159451007843018)), (36, (1002, 15.953217029571533)), (37, (1017, 14.795135974884033)), (37, (1001, 14.698770999908447)), (38, (1026, 16.43820881843567)), (38, (1001, 15.959291934967041)), (38, (1000, 15.126041173934937)), (38, (1000, 14.918076992034912)), (41, (1019, 13.155279159545898)), (41, (1000, 13.767067909240723)), (42, (1006, 12.830826997756958)), (42, (1020, 12.910032987594604)), (42, (1000, 14.606992959976196)), (42, (1185, 15.731627941131592)), (42, (1050, 14.789196968078613)), (42, (1003, 14.022234916687012)), (42, (1007, 15.648251056671143)), (43, (1104, 14.425638914108276)), (43, (1003, 11.04557490348816)), (44, (1014, 10.357176065444946)), (44, (1021, 12.420693159103394)), (47, (1050, 11.646830081939697)), (47, (1329, 10.756836175918579)), (49, (1012, 9.247721195220947)), (50, (1066, 9.2101309299469)), (50, (1013, 9.143712997436523)), (51, (1057, 8.370607852935791))",0,1486071887.94
0,4,83,0.72,31,10,100,100,100,noops,100ms,25.8142929077,1.85098791122,9.68479792401,"(0, (1004, 2.6054089069366455)), (0, (1003, 3.2416670322418213)), (0, (1000, 3.4277589321136475)), (0, (1096, 3.586549997329712)), (0, (1083, 3.988049030303955)), (0, (1006, 5.700075149536133)), (1, (1006, 4.709322929382324)), (2, (1237, 4.584733009338379)), (4, (-1, None)), (5, (1075, 2.915069103240967)), (7, (1000, 2.627974033355713)), (7, (1037, 2.7971630096435547)), (9, (1000, 2.4817700386047363)), (10, (1023, 3.3861207962036133)), (10, (1009, 2.536736011505127)), (10, (1000, 4.2623069286346436)), (11, (1334, 2.612010955810547)), (12, (1033, 4.763695955276489)), (12, (1000, 3.0273280143737793)), (13, (1011, 3.4515280723571777)), (14, (1039, 3.5050301551818848)), (14, (1000, 4.5045390129089355)), (15, (1015, 4.35221004486084)), (15, (1011, 3.182309150695801)), (16, (1005, 3.306655168533325)), (16, (1004, 3.960466146469116)), (17, (1044, 3.8521180152893066)), (19, (1006, 3.1449809074401855)), (20, (1001, 2.8139798641204834)), (21, (1000, 3.2301979064941406)), (21, (1008, 2.1181108951568604)), (22, (1007, 2.8173880577087402)), (24, (1002, 2.659528970718384)), (25, (1085, 1.8509879112243652)), (26, (1001, 2.2210071086883545)), (27, (1002, 1.9685499668121338)), (28, (1001, 3.033964157104492)), (28, (1308, 13.75682806968689)), (29, (1003, 14.615051031112671)), (29, (1000, 12.762763023376465)), (29, (1000, 12.746661901473999)), (30, (1000, 16.20364999771118)), (30, (1016, 17.76371192932129)), (30, (1011, 15.857053995132446)), (31, (1000, 20.522642135620117)), (31, (1000, 17.09420108795166)), (32, (1001, 12.94605803489685)), (32, (1002, 21.97560715675354)), (32, (1010, 15.684060096740723)), (33, (1022, 18.052856922149658)), (33, (1047, 15.52373194694519)), (33, (1007, 16.373132944107056)), (34, (-1, None)), (34, (-1, None)), (34, (1119, 16.760622024536133)), (35, (1000, 17.300763845443726)), (35, (1007, 22.418762922286987)), (36, (1001, 22.966925859451294)), (37, (-1, None)), (37, (1000, 22.0435791015625)), (38, (1007, 15.629483938217163)), (38, (1000, 25.814292907714844)), (38, (-1, None)), (38, (1006, 14.750773906707764)), (41, (1000, 25.516417980194092)), (41, (1023, 20.885289192199707)), (42, (-1, None)), (42, (1003, 18.999594926834106)), (42, (-1, None)), (42, (-1, None)), (42, (-1, None)), (42, (1004, 18.05842399597168)), (42, (-1, None)), (43, (-1, None)), (43, (1008, 17.57683491706848)), (44, (-1, None)), (44, (-1, None)), (47, (-1, None)), (47, (-1, None)), (49, (-1, None)), (50, (-1, None)), (50, (-1, None)), (51, (-1, None))",0,1486072013.49
0,4,83,0.72,56,10,100,100,100,noops,100ms,52.5752990246,3.78424596786,24.1241972297,"(0, (1008, 3.7842459678649902)), (0, (-1, None)), (0, (1003, 5.389563798904419)), (0, (-1, None)), (0, (1002, 9.762507915496826)), (0, (1006, 6.884344100952148)), (1, (1002, 7.962467908859253)), (2, (-1, None)), (4, (1006, 10.27993893623352)), (5, (-1, None)), (7, (-1, None)), (7, (-1, None)), (9, (-1, None)), (10, (1000, 13.397211074829102)), (10, (-1, None)), (10, (-1, None)), (11, (-1, None)), (12, (-1, None)), (12, (-1, None)), (13, (-1, None)), (14, (-1, None)), (14, (-1, None)), (15, (-1, None)), (15, (-1, None)), (16, (-1, None)), (16, (-1, None)), (17, (-1, None)), (19, (1000, 40.11064004898071)), (20, (-1, None)), (21, (-1, None)), (21, (1001, 38.52966499328613)), (22, (-1, None)), (24, (-1, None)), (25, (-1, None)), (26, (-1, None)), (27, (-1, None)), (28, (-1, None)), (28, (-1, None)), (29, (-1, None)), (29, (-1, None)), (29, (-1, None)), (30, (-1, None)), (30, (-1, None)), (30, (-1, None)), (31, (-1, None)), (31, (-1, None)), (32, (-1, None)), (32, (1010, 30.537455081939697)), (32, (-1, None)), (33, (-1, None)), (33, (-1, None)), (33, (1007, 34.34965419769287)), (34, (-1, None)), (34, (1007, 35.04587388038635)), (34, (-1, None)), (35, (-1, None)), (35, (1005, 40.33497881889343)), (36, (-1, None)), (37, (-1, None)), (37, (-1, None)), (38, (-1, None)), (38, (1053, 32.63337302207947)), (38, (-1, None)), (38, (1002, 52.57529902458191)), (41, (-1, None)), (41, (1004, 24.409936904907227)), (42, (-1, None)), (42, (-1, None)), (42, (-1, None)), (42, (-1, None)), (42, (-1, None)), (42, (-1, None)), (42, (-1, None)), (43, (-1, None)), (43, (-1, None)), (44, (-1, None)), (44, (-1, None)), (47, (-1, None)), (47, (-1, None)), (49, (-1, None)), (50, (-1, None)), (50, (-1, None)), (51, (-1, None))",0,1486072177.97
0,4,200,0.3,10,10,100,100,100,noops,100ms,71.7148308754,1.8236250877400002,44.1753757668,"(0, (1001, 1.823625087738037)), (0, (1013, 3.3376729488372803)), (1, (1019, 2.241658926010132)), (2, (1020, 1.968308925628662)), (2, (1005, 2.0311498641967773)), (3, (1000, 2.4066600799560547)), (4, (1001, 2.440873146057129)), (4, (1003, 2.65226411819458)), (5, (1100, 5.919449090957642)), (5, (1019, 3.422828197479248)), (6, (1019, 4.582195997238159)), (7, (1019, 7.4768760204315186)), (7, (1004, 5.553147077560425)), (7, (1023, 6.65558385848999)), (7, (1012, 5.875503063201904)), (7, (1026, 5.30155086517334)), (7, (1231, 8.465254068374634)), (8, (1010, 6.794031858444214)), (8, (1002, 8.665155172348022)), (9, (1004, 10.705116033554077)), (9, (1078, 10.11198902130127)), (9, (1004, 7.151837110519409)), (10, (1009, 12.460228204727173)), (10, (1000, 12.697201013565063)), (11, (1001, 15.258172988891602)), (12, (1005, 11.83669400215149)), (13, (1016, 20.267240047454834)), (13, (1096, 23.776621103286743)), (13, (1005, 36.99328303337097)), (13, (1001, 17.58493995666504)), (13, (1003, 28.377779006958008)), (13, (1001, 13.951953887939453)), (13, (1020, 18.848697900772095)), (13, (1038, 25.079994916915894)), (13, (1006, 24.89482283592224)), (13, (1002, 32.141743898391724)), (13, (1187, 28.200321912765503)), (13, (1009, 21.669337034225464)), (14, (1001, 27.202200889587402)), (14, (1000, 29.347129106521606)), (14, (1011, 32.40745210647583)), (15, (1003, 27.18462896347046)), (15, (1028, 25.108006954193115)), (17, (1015, 32.087979793548584)), (17, (1011, 33.397167921066284)), (17, (1052, 35.88054084777832)), (18, (1026, 24.44385814666748)), (18, (1002, 34.8913688659668)), (18, (1005, 34.22573709487915)), (18, (1000, 30.665289878845215)), (18, (1042, 31.09848690032959)), (18, (1033, 34.299795150756836)), (18, (1008, 33.33679485321045)), (19, (1026, 32.99646997451782)), (19, (1014, 29.607588052749634)), (19, (1001, 53.15062999725342)), (20, (1013, 30.571442127227783)), (20, (1001, 53.71305990219116)), (20, (1012, 31.467867851257324)), (20, (1003, 28.239643812179565)), (20, (1060, 36.674078941345215)), (20, (1019, 34.49737811088562)), (21, (1029, 36.86137890815735)), (21, (1021, 51.142942905426025)), (22, (1415, 37.10254096984863)), (22, (1103, 51.38721990585327)), (22, (1015, 28.70191192626953)), (23, (1004, 48.417442083358765)), (23, (1013, 35.934449911117554)), (23, (1126, 52.12331581115723)), (24, (1017, 63.219887018203735)), (25, (1143, 61.90436315536499)), (25, (1005, 62.2225239276886)), (25, (1001, 31.13804817199707)), (27, (1072, 62.21600389480591)), (28, (1004, 58.58721899986267)), (28, (1022, 57.296282052993774)), (28, (1015, 59.758108139038086)), (28, (1019, 52.37320613861084)), (28, (1030, 34.42194890975952)), (30, (1007, 49.92836809158325)), (31, (1022, 56.54793190956116)), (31, (1008, 68.35746121406555)), (31, (1015, 51.82180404663086)), (31, (1029, 54.40584111213684)), (31, (1519, 52.77987599372864)), (33, (1008, 62.437276124954224)), (33, (1005, 40.181103229522705)), (33, (1000, 53.96686005592346)), (33, (1060, 41.49654293060303)), (34, (1492, 61.98168587684631)), (35, (1014, 54.2824969291687)), (37, (1030, 53.63733696937561)), (37, (1013, 61.426382064819336)), (37, (1001, 53.305647134780884)), (38, (1005, 60.12104105949402)), (38, (1003, 62.02296209335327)), (38, (1000, 69.46710681915283)), (38, (1757, 46.631296157836914)), (38, (1017, 60.58090019226074)), (38, (1006, 60.94158482551575)), (39, (1000, 46.29068994522095)), (40, (1003, 59.72659206390381)), (40, (1004, 58.972574949264526)), (41, (1039, 58.00746297836304)), (41, (1026, 58.26904821395874)), (41, (1011, 58.74638605117798)), (41, (1013, 44.63443183898926)), (42, (1191, 68.7392930984497)), (43, (1006, 65.85715889930725)), (44, (1135, 47.09663105010986)), (45, (1016, 71.71483087539673)), (45, (1026, 64.18420004844666)), (45, (1009, 54.20308303833008)), (45, (1003, 55.048516035079956)), (46, (1001, 61.668742179870605)), (47, (1040, 58.54205393791199)), (48, (1007, 67.07218813896179)), (48, (1030, 59.467979192733765)), (48, (1116, 68.93820905685425)), (48, (1017, 59.41241121292114)), (48, (1005, 51.249393939971924)), (48, (1004, 60.089077949523926)), (48, (1011, 56.215909004211426)), (48, (1013, 62.57533502578735)), (48, (1025, 71.02997994422913)), (49, (1009, 49.93383979797363)), (49, (1004, 62.66455912590027)), (49, (1007, 58.15176296234131)), (49, (1130, 60.53289294242859)), (50, (1992, 44.84872603416443)), (51, (1002, 49.20057392120361)), (51, (1008, 50.14169096946716)), (51, (1028, 65.77389907836914)), (52, (1056, 58.00170302391052)), (53, (1000, 55.01738691329956)), (53, (1004, 63.5416419506073)), (53, (1004, 59.939640045166016)), (54, (1120, 60.24138307571411)), (54, (1023, 51.774837017059326)), (54, (1004, 61.56929111480713)), (54, (1020, 58.42332100868225)), (54, (1001, 66.56274914741516)), (54, (1124, 65.69490694999695)), (55, (1001, 54.52194309234619)), (56, (1004, 50.51460099220276)), (56, (1006, 63.08704090118408)), (56, (1026, 53.33595299720764)), (56, (1112, 55.622896909713745)), (56, (1031, 57.05594491958618)), (56, (1012, 59.626237869262695)), (56, (1023, 62.61975717544556)), (56, (1008, 51.72777199745178)), (56, (1016, 45.75372791290283)), (58, (1068, 58.021509885787964)), (58, (1016, 52.40026879310608)), (58, (1012, 52.001914978027344)), (58, (1059, 58.57432699203491)), (58, (1019, 55.40209889411926)), (58, (1007, 55.31202411651611)), (58, (1038, 51.334760904312134)), (59, (1008, 58.51419115066528)), (59, (1203, 56.7591450214386)), (59, (1005, 52.07154989242554)), (59, (1001, 53.91718411445618)), (59, (1089, 56.73111915588379)), (59, (1026, 55.13548183441162)), (59, (1010, 55.046268939971924)), (59, (1034, 60.88205099105835)), (59, (1004, 53.29443597793579)), (59, (1023, 51.02262902259827)), (59, (1066, 56.47470307350159)), (60, (1018, 59.70996904373169)), (60, (1046, 52.16544795036316)), (61, (1007, 54.99365282058716)), (61, (1147, 54.788448095321655)), (62, (1041, 50.640199184417725)), (62, (1005, 58.156769037246704)), (64, (1078, 56.37634992599487)), (65, (1018, 55.163926124572754)), (65, (1009, 53.98630213737488)), (65, (1108, 52.86759305000305)), (65, (1007, 54.09088897705078)), (66, (1135, 49.766430139541626)), (67, (1013, 51.81970000267029)), (67, (1059, 49.90849494934082)), (67, (1016, 53.65183091163635)), (67, (1031, 52.8833429813385)), (67, (1065, 53.38304901123047)), (68, (1002, 51.63007593154907)), (70, (1001, 49.60592222213745)), (70, (1003, 50.271578788757324)), (71, (1112, 48.26938986778259)), (72, (1006, 47.88411784172058)), (73, (1014, 47.96181106567383)), (73, (1013, 44.10429501533508)), (73, (1030, 47.289944887161255)), (73, (1249, 46.28119993209839)), (73, (1029, 45.7890739440918)), (73, (1000, 47.86017107963562))",0,1486072437.18
